Year;st;State; y90 ; y95 ; y99 ; y995 ; y999 ; y9999 
1930;24;Minnesota; 14.832 ; 23.934 ; 86.704 ; 132.041 ; 340.301 ; 1.187.339 
1930;25;Mississippi; 12.590 ; 13.932 ; 30.012 ; 52.105 ; 103.753 ; 319.584 
1930;26;Missouri; 14.747 ; 20.535 ; 87.563 ; 137.847 ; 373.036 ; 1.253.351 
1930;27;Montana; 14.706 ; 16.393 ; 72.475 ; 98.500 ; 204.924 ; 794.086 
1930;28;Nebraska; 14.731 ; 14.881 ; 73.865 ; 104.629 ; 235.751 ; 627.268 
1930;29;Nevada; 27.515 ; 35.005 ; 95.032 ; 124.778 ; 270.372 ; 2.169.145 
1930;30;New Hampshire; 14.892 ; 28.648 ; 92.416 ; 138.397 ; 338.243 ; 1.266.069 
1930;31;New Jersey; 26.219 ; 55.728 ; 137.432 ; 206.533 ; 521.448 ; 1.990.483 
1930;32;New Mexico; 14.149 ; 14.738 ; 66.891 ; 91.613 ; 181.496 ; 540.517 
1930;33;New York; 30.611 ; 59.676 ; 171.300 ; 278.927 ; 838.631 ; 3.639.103 
1930;34;North Carolina; 14.122 ; 14.617 ; 46.162 ; 64.457 ; 159.230 ; 623.498 
1930;35;North Dakota; 14.259 ; 14.722 ; 49.989 ; 64.790 ; 127.327 ; 289.312 
1930;36;Ohio; 15.097 ; 28.672 ; 94.705 ; 146.914 ; 400.237 ; 1.480.100 
1930;37;Oklahoma; 14.228 ; 14.726 ; 65.451 ; 98.385 ; 257.329 ; 1.031.274 
1930;38;Oregon; 14.791 ; 26.501 ; 79.286 ; 114.337 ; 259.372 ; 743.695 
1930;39;Pennsylvania; 27.140 ; 37.476 ; 113.375 ; 178.144 ; 506.277 ; 1.999.721 
1930;40;Rhode Island; 27.980 ; 42.400 ; 134.632 ; 216.451 ; 630.964 ; 2.336.318 
1930;41;South Carolina; 13.631 ; 14.408 ; 39.471 ; 59.315 ; 128.920 ; 367.636 
1930;42;South Dakota; 14.337 ; 14.751 ; 56.275 ; 73.271 ; 149.785 ; 356.614 
1930;43;Tennessee; 14.057 ; 14.668 ; 61.165 ; 86.627 ; 215.851 ; 691.659 
1930;44;Texas; 14.475 ; 14.845 ; 72.425 ; 99.402 ; 230.341 ; 814.468 
1930;45;Utah; 14.801 ; 22.867 ; 78.801 ; 113.529 ; 265.785 ; 737.497 
1930;46;Vermont; 14.827 ; 26.805 ; 84.122 ; 127.156 ; 309.681 ; 1.035.265 
1930;47;Virginia; 14.534 ; 14.842 ; 65.656 ; 95.052 ; 236.038 ; 745.949 
1930;48;Washington; 14.877 ; 36.576 ; 88.649 ; 117.150 ; 249.336 ; 883.971 
1930;49;West Virginia; 14.633 ; 14.857 ; 67.606 ; 98.025 ; 246.000 ; 764.187 
1930;50;Wisconsin; 14.873 ; 28.951 ; 84.908 ; 128.740 ; 325.398 ; 1.158.918 
1930;51;Wyoming; 14.869 ; 28.457 ; 75.741 ; 103.085 ; 212.219 ; 521.527 
1931;0;United States; 37.821 ; 47.717 ; 108.464 ; 161.128 ; 406.557 ; 1.536.341 
1931;1;Alabama; 14.198 ; 15.505 ; 41.957 ; 64.543 ; 142.278 ; 433.071 
1931;3;Arizona; 15.826 ; 16.262 ; 70.973 ; 92.908 ; 178.529 ; 613.322 
1931;4;Arkansas; 13.682 ; 15.184 ; 26.123 ; 48.897 ; 94.285 ; 261.616 
1931;5;California; 16.327 ; 38.560 ; 103.893 ; 146.125 ; 357.132 ; 1.264.011 
1931;6;Colorado; 15.927 ; 18.556 ; 78.873 ; 113.742 ; 263.271 ; 988.194 
1931;7;Connecticut; 30.985 ; 47.681 ; 134.826 ; 205.565 ; 547.634 ; 2.063.216 
1931;8;Delaware; 23.080 ; 35.164 ; 119.458 ; 204.281 ; 763.640 ; 7.426.461 
1931;9;District of Columbia; 49.153 ; 73.553 ; 166.762 ; 251.597 ; 653.636 ; 2.406.312 
1931;10;Florida; 15.518 ; 16.152 ; 67.628 ; 96.006 ; 231.089 ; 885.756 
1931;11;Georgia; 14.670 ; 15.739 ; 57.148 ; 74.833 ; 173.212 ; 579.196 
1931;13;Idaho; 15.608 ; 16.128 ; 60.789 ; 71.625 ; 115.951 ; 259.994 
1931;14;Illinois; 16.319 ; 38.109 ; 106.613 ; 158.324 ; 399.054 ; 1.490.944 
1931;15;Indiana; 15.753 ; 16.206 ; 64.907 ; 89.040 ; 207.973 ; 717.935 
1931;16;Iowa; 15.571 ; 16.091 ; 61.084 ; 83.543 ; 185.555 ; 615.006 
1931;17;Kansas; 15.580 ; 16.119 ; 57.728 ; 78.246 ; 170.644 ; 493.147 
1931;18;Kentucky; 14.979 ; 15.879 ; 56.548 ; 78.153 ; 182.379 ; 533.269 
1931;19;Louisiana; 15.283 ; 16.066 ; 66.782 ; 88.211 ; 185.826 ; 605.589 
1931;20;Maine; 16.011 ; 16.311 ; 86.066 ; 127.652 ; 307.697 ; 1.081.368 
1931;21;Maryland; 16.319 ; 47.966 ; 122.897 ; 182.420 ; 442.295 ; 1.632.532 
1931;22;Massachusetts; 20.610 ; 47.582 ; 127.933 ; 198.717 ; 501.869 ; 1.628.889 
1931;23;Michigan; 16.168 ; 24.107 ; 78.174 ; 113.294 ; 287.282 ; 1.333.536 
1931;24;Minnesota; 16.008 ; 16.322 ; 79.957 ; 119.005 ; 292.092 ; 922.090 
1931;25;Mississippi; 12.766 ; 14.765 ; 20.552 ; 43.219 ; 82.475 ; 224.293 
1931;26;Missouri; 15.988 ; 16.321 ; 78.602 ; 119.572 ; 302.506 ; 1.013.053 
1931;27;Montana; 15.583 ; 16.224 ; 68.025 ; 87.194 ; 180.824 ; 527.349 
1931;28;Nebraska; 15.754 ; 16.225 ; 67.802 ; 92.356 ; 208.037 ; 561.099 
1931;29;Nevada; 16.268 ; 35.521 ; 95.741 ; 124.880 ; 257.213 ; 2.398.580 
1931;30;New Hampshire; 16.184 ; 27.163 ; 88.041 ; 130.096 ; 308.623 ; 1.060.697 
1931;31;New Jersey; 20.978 ; 53.434 ; 126.210 ; 182.492 ; 428.570 ; 1.651.097 
1931;32;New Mexico; 15.026 ; 15.955 ; 60.053 ; 79.004 ; 146.150 ; 411.032 
1931;33;New York; 28.289 ; 57.383 ; 146.562 ; 225.742 ; 633.474 ; 2.521.020 
1931;34;North Carolina; 14.879 ; 15.778 ; 43.049 ; 64.661 ; 147.356 ; 590.832 
1931;35;North Dakota; 13.978 ; 15.552 ; 45.442 ; 62.029 ; 112.448 ; 267.417 
1931;36;Ohio; 16.184 ; 25.707 ; 84.052 ; 124.908 ; 308.879 ; 1.086.848 
1931;37;Oklahoma; 15.051 ; 15.924 ; 52.346 ; 72.506 ; 170.032 ; 551.851 
1931;38;Oregon; 15.917 ; 16.283 ; 70.187 ; 94.319 ; 195.530 ; 529.437 
1931;39;Pennsylvania; 16.318 ; 31.919 ; 99.179 ; 151.195 ; 399.716 ; 1.523.285 
1931;40;Rhode Island; 24.700 ; 39.509 ; 120.847 ; 188.772 ; 512.009 ; 2.046.206 
1931;41;South Carolina; 14.180 ; 15.457 ; 34.506 ; 56.069 ; 118.886 ; 348.369 
1931;42;South Dakota; 14.445 ; 15.696 ; 49.290 ; 66.723 ; 134.665 ; 318.618 
1931;43;Tennessee; 14.858 ; 15.855 ; 58.041 ; 77.043 ; 177.914 ; 552.015 
1931;44;Texas; 15.461 ; 16.134 ; 66.938 ; 89.783 ; 191.367 ; 696.887 
1931;45;Utah; 15.755 ; 16.271 ; 68.251 ; 93.384 ; 202.511 ; 520.008 
1931;46;Vermont; 16.009 ; 19.203 ; 76.690 ; 107.752 ; 234.499 ; 801.829 
1931;47;Virginia; 15.805 ; 16.221 ; 66.783 ; 90.204 ; 208.958 ; 668.076 
1931;48;Washington; 16.104 ; 31.601 ; 79.381 ; 103.604 ; 199.860 ; 579.983 
1931;49;West Virginia; 15.741 ; 16.183 ; 64.024 ; 85.310 ; 196.717 ; 525.893 
1931;50;Wisconsin; 16.098 ; 24.281 ; 71.797 ; 102.879 ; 236.454 ; 783.154 
1931;51;Wyoming; 16.055 ; 26.981 ; 71.289 ; 94.426 ; 169.664 ; 430.433 
1932;0;United States; 25.895 ; 44.249 ; 92.529 ; 132.789 ; 350.964 ; 1.363.405 
1932;1;Alabama; 14.176 ; 16.644 ; 38.708 ; 55.353 ; 108.198 ; 343.600 
1932;3;Arizona; 17.004 ; 18.102 ; 61.121 ; 77.091 ; 135.931 ; 465.682 
1932;4;Arkansas; 13.333 ; 16.099 ; 24.897 ; 47.041 ; 80.896 ; 197.370 
1932;5;California; 18.169 ; 38.778 ; 86.242 ; 117.605 ; 306.769 ; 1.134.858 
1932;6;Colorado; 17.362 ; 23.183 ; 66.278 ; 93.431 ; 212.724 ; 751.135 
1932;7;Connecticut; 22.592 ; 46.085 ; 114.602 ; 175.987 ; 513.098 ; 1.672.474 
1932;8;Delaware; 18.115 ; 36.588 ; 111.592 ; 188.661 ; 859.843 ; 5.153.233 
1932;9;District of Columbia; 53.366 ; 72.547 ; 145.709 ; 216.034 ; 561.347 ; 1.657.338 
1932;10;Florida; 16.781 ; 17.948 ; 59.267 ; 79.846 ; 190.383 ; 917.135 
1932;11;Georgia; 15.366 ; 17.291 ; 51.848 ; 65.940 ; 140.509 ; 532.366 
1932;13;Idaho; 16.521 ; 17.709 ; 51.252 ; 60.566 ; 94.738 ; 206.367 
1932;14;Illinois; 18.044 ; 33.323 ; 83.799 ; 122.717 ; 328.686 ; 1.139.411 
1932;15;Indiana; 16.786 ; 17.980 ; 55.155 ; 71.972 ; 163.377 ; 571.750 
1932;16;Iowa; 16.686 ; 17.906 ; 53.787 ; 66.853 ; 138.590 ; 475.006 
1932;17;Kansas; 16.227 ; 17.662 ; 51.432 ; 66.754 ; 133.987 ; 429.654 
1932;18;Kentucky; 15.557 ; 17.413 ; 50.878 ; 66.496 ; 150.153 ; 537.302 
1932;19;Louisiana; 16.269 ; 17.812 ; 57.749 ; 74.993 ; 147.427 ; 467.458 
1932;20;Maine; 17.557 ; 21.349 ; 71.606 ; 106.024 ; 260.031 ; 922.964 
1932;21;Maryland; 23.203 ; 49.387 ; 106.931 ; 154.385 ; 420.162 ; 1.474.596 
1932;22;Massachusetts; 25.609 ; 47.833 ; 109.793 ; 167.918 ; 474.408 ; 1.403.106 
1932;23;Michigan; 17.592 ; 21.732 ; 64.086 ; 86.012 ; 208.715 ; 899.947 
1932;24;Minnesota; 17.560 ; 20.234 ; 65.904 ; 96.282 ; 227.920 ; 784.462 
1932;25;Mississippi; 11.887 ; 15.426 ; 20.116 ; 38.422 ; 68.684 ; 173.939 
1932;26;Missouri; 17.399 ; 21.753 ; 69.493 ; 100.247 ; 255.665 ; 938.694 
1932;27;Montana; 17.086 ; 18.064 ; 59.246 ; 73.203 ; 144.146 ; 566.030 
1932;28;Nebraska; 16.930 ; 17.998 ; 57.052 ; 74.080 ; 167.162 ; 484.517 
1932;29;Nevada; 18.115 ; 33.945 ; 71.003 ; 88.033 ; 209.392 ; 1.369.606 
1932;30;New Hampshire; 17.837 ; 26.419 ; 76.933 ; 109.261 ; 258.203 ; 927.189 
1932;31;New Jersey; 24.359 ; 49.960 ; 107.834 ; 156.397 ; 410.930 ; 1.384.712 
1932;32;New Mexico; 15.530 ; 17.452 ; 53.547 ; 65.228 ; 112.230 ; 348.319 
1932;33;New York; 28.818 ; 52.333 ; 125.779 ; 200.159 ; 629.830 ; 2.128.932 
1932;34;North Carolina; 15.462 ; 17.188 ; 41.806 ; 56.722 ; 123.002 ; 573.008 
1932;35;North Dakota; 15.386 ; 17.420 ; 45.782 ; 55.810 ; 92.053 ; 211.591 
1932;36;Ohio; 17.632 ; 23.717 ; 71.624 ; 100.711 ; 248.276 ; 919.609 
1932;37;Oklahoma; 15.590 ; 17.442 ; 51.655 ; 66.642 ; 143.647 ; 444.231 
1932;38;Oregon; 17.262 ; 18.192 ; 57.580 ; 76.710 ; 148.324 ; 433.180 
1932;39;Pennsylvania; 18.031 ; 33.429 ; 82.256 ; 123.309 ; 354.511 ; 1.306.247 
1932;40;Rhode Island; 18.744 ; 40.861 ; 104.365 ; 161.359 ; 481.217 ; 1.718.186 
1932;41;South Carolina; 14.486 ; 16.718 ; 35.099 ; 51.813 ; 95.840 ; 272.027 
1932;42;South Dakota; 15.196 ; 17.240 ; 44.623 ; 55.853 ; 99.070 ; 262.924 
1932;43;Tennessee; 15.257 ; 17.295 ; 51.552 ; 69.020 ; 141.738 ; 453.829 
1932;44;Texas; 16.527 ; 17.891 ; 59.080 ; 76.597 ; 152.252 ; 518.561 
1932;45;Utah; 17.177 ; 18.133 ; 59.365 ; 73.477 ; 166.733 ; 529.776 
1932;46;Vermont; 17.654 ; 24.032 ; 64.924 ; 90.569 ; 202.614 ; 714.924 
1932;47;Virginia; 17.080 ; 18.074 ; 60.663 ; 79.255 ; 180.156 ; 670.152 
1932;48;Washington; 17.667 ; 26.153 ; 65.052 ; 82.050 ; 142.647 ; 473.796 
1932;49;West Virginia; 16.755 ; 17.942 ; 57.484 ; 74.623 ; 164.358 ; 521.661 
1932;50;Wisconsin; 17.599 ; 23.091 ; 63.500 ; 83.799 ; 179.211 ; 619.177 
1932;51;Wyoming; 17.634 ; 24.904 ; 61.595 ; 79.499 ; 145.754 ; 385.633 
1933;0;United States; 25.290 ; 41.220 ; 91.224 ; 133.941 ; 364.668 ; 1.471.641 
1933;1;Alabama; 15.186 ; 17.613 ; 40.441 ; 57.664 ; 115.759 ; 343.092 
1933;3;Arizona; 17.800 ; 19.008 ; 59.008 ; 73.989 ; 132.900 ; 339.402 
1933;4;Arkansas; 14.209 ; 17.089 ; 31.841 ; 52.542 ; 96.156 ; 270.577 
1933;5;California; 19.087 ; 36.163 ; 85.851 ; 119.240 ; 312.961 ; 1.228.150 
1933;6;Colorado; 18.238 ; 20.793 ; 64.188 ; 92.205 ; 213.203 ; 839.102 
1933;7;Connecticut; 21.516 ; 45.072 ; 112.929 ; 171.242 ; 506.885 ; 1.649.589 
1933;8;Delaware; 19.060 ; 36.586 ; 111.122 ; 194.573 ; 919.423 ; 7.045.556 
1933;9;District of Columbia; 51.653 ; 71.315 ; 136.790 ; 205.909 ; 546.925 ; 1.595.359 
1933;10;Florida; 17.347 ; 18.802 ; 59.671 ; 81.374 ; 199.914 ; 855.696 
1933;11;Georgia; 16.385 ; 18.293 ; 54.342 ; 70.151 ; 160.013 ; 590.089 
1933;13;Idaho; 16.722 ; 18.490 ; 54.614 ; 64.915 ; 102.066 ; 273.058 
1933;14;Illinois; 18.890 ; 31.872 ; 84.272 ; 126.598 ; 344.891 ; 1.239.785 
1933;15;Indiana; 17.539 ; 18.875 ; 56.330 ; 72.788 ; 172.573 ; 615.316 
1933;16;Iowa; 16.992 ; 18.622 ; 52.654 ; 64.660 ; 141.278 ; 459.899 
1933;17;Kansas; 16.931 ; 18.582 ; 52.052 ; 68.633 ; 139.370 ; 422.375 
1933;18;Kentucky; 16.324 ; 18.309 ; 52.645 ; 68.881 ; 158.297 ; 582.239 
1933;19;Louisiana; 16.934 ; 18.656 ; 58.535 ; 74.765 ; 141.547 ; 511.022 
1933;20;Maine; 18.468 ; 19.795 ; 66.755 ; 97.149 ; 233.894 ; 931.008 
1933;21;Maryland; 20.229 ; 47.350 ; 103.368 ; 150.512 ; 414.959 ; 1.396.818 
1933;22;Massachusetts; 24.225 ; 46.705 ; 110.207 ; 172.820 ; 505.111 ; 1.422.681 
1933;23;Michigan; 18.175 ; 19.119 ; 63.687 ; 82.767 ; 190.264 ; 770.498 
1933;24;Minnesota; 18.129 ; 19.612 ; 64.698 ; 94.106 ; 229.716 ; 832.795 
1933;25;Mississippi; 13.024 ; 16.489 ; 22.170 ; 42.009 ; 80.511 ; 223.789 
1933;26;Missouri; 18.141 ; 21.157 ; 66.350 ; 100.820 ; 257.757 ; 985.362 
1933;27;Montana; 17.725 ; 19.119 ; 61.513 ; 76.521 ; 145.562 ; 473.245 
1933;28;Nebraska; 17.517 ; 18.893 ; 58.079 ; 77.646 ; 173.653 ; 496.351 
1933;29;Nevada; 18.925 ; 30.430 ; 69.077 ; 90.283 ; 194.987 ; 1.573.225 
1933;30;New Hampshire; 18.761 ; 24.999 ; 76.548 ; 109.992 ; 261.907 ; 1.022.053 
1933;31;New Jersey; 22.155 ; 47.922 ; 105.095 ; 154.597 ; 412.703 ; 1.406.332 
1933;32;New Mexico; 16.498 ; 18.400 ; 54.961 ; 67.760 ; 121.509 ; 311.838 
1933;33;New York; 24.598 ; 50.306 ; 128.820 ; 210.261 ; 708.330 ; 2.552.103 
1933;34;North Carolina; 16.841 ; 18.376 ; 50.395 ; 63.414 ; 148.782 ; 651.020 
1933;35;North Dakota; 15.221 ; 17.999 ; 45.457 ; 58.070 ; 100.173 ; 224.091 
1933;36;Ohio; 18.505 ; 22.464 ; 68.389 ; 98.546 ; 244.728 ; 938.642 
1933;37;Oklahoma; 16.617 ; 18.471 ; 55.587 ; 73.548 ; 167.678 ; 508.704 
1933;38;Oregon; 18.118 ; 21.292 ; 61.243 ; 77.555 ; 160.456 ; 479.313 
1933;39;Pennsylvania; 18.921 ; 32.456 ; 82.334 ; 123.611 ; 363.785 ; 1.296.076 
1933;40;Rhode Island; 19.168 ; 37.345 ; 102.635 ; 158.613 ; 491.468 ; 1.711.323 
1933;41;South Carolina; 15.875 ; 17.887 ; 38.449 ; 55.869 ; 113.515 ; 347.626 
1933;42;South Dakota; 13.593 ; 17.255 ; 43.887 ; 56.917 ; 106.449 ; 322.401 
1933;43;Tennessee; 16.395 ; 18.357 ; 53.825 ; 70.820 ; 156.223 ; 597.100 
1933;44;Texas; 17.302 ; 18.853 ; 63.854 ; 84.336 ; 176.094 ; 638.754 
1933;45;Utah; 18.045 ; 19.102 ; 60.948 ; 78.419 ; 178.702 ; 491.648 
1933;46;Vermont; 18.413 ; 23.177 ; 63.865 ; 86.466 ; 188.230 ; 655.893 
1933;47;Virginia; 18.027 ; 19.036 ; 59.626 ; 79.107 ; 189.292 ; 745.373 
1933;48;Washington; 18.448 ; 26.125 ; 65.587 ; 83.772 ; 153.743 ; 507.008 
1933;49;West Virginia; 17.690 ; 18.874 ; 57.315 ; 75.277 ; 167.966 ; 581.177 
1933;50;Wisconsin; 18.371 ; 21.120 ; 59.037 ; 79.941 ; 176.391 ; 671.005 
1933;51;Wyoming; 18.504 ; 23.233 ; 63.456 ; 82.286 ; 156.986 ; 395.798 
1934;0;United States; 30.535 ; 44.089 ; 101.580 ; 153.896 ; 418.926 ; 1.480.236 
1934;1;Alabama; 15.933 ; 17.598 ; 47.573 ; 64.650 ; 140.864 ; 404.851 
1934;3;Arizona; 17.692 ; 21.536 ; 66.265 ; 86.320 ; 171.498 ; 445.158 
1934;4;Arkansas; 14.892 ; 17.086 ; 38.796 ; 56.903 ; 123.950 ; 365.840 
1934;5;California; 18.555 ; 42.289 ; 96.774 ; 134.964 ; 368.876 ; 1.274.221 
1934;6;Colorado; 17.719 ; 26.143 ; 75.958 ; 107.533 ; 255.162 ; 908.061 
1934;7;Connecticut; 22.567 ; 47.002 ; 122.802 ; 191.892 ; 521.046 ; 1.628.700 
1934;8;Delaware; 18.525 ; 39.935 ; 127.029 ; 219.479 ; 938.828 ; 8.659.778 
1934;9;District of Columbia; 54.571 ; 74.106 ; 149.655 ; 219.525 ; 567.513 ; 1.611.505 
1934;10;Florida; 17.325 ; 18.400 ; 68.459 ; 99.965 ; 256.217 ; 1.064.873 
1934;11;Georgia; 16.570 ; 18.031 ; 58.892 ; 78.758 ; 194.541 ; 660.518 
1934;13;Idaho; 17.953 ; 18.504 ; 61.648 ; 77.901 ; 130.512 ; 343.816 
1934;14;Illinois; 18.451 ; 38.658 ; 94.444 ; 142.558 ; 372.384 ; 1.192.083 
1934;15;Indiana; 17.582 ; 18.473 ; 60.468 ; 83.196 ; 201.644 ; 714.954 
1934;16;Iowa; 16.767 ; 18.250 ; 54.768 ; 74.251 ; 166.104 ; 512.730 
1934;17;Kansas; 16.923 ; 18.258 ; 56.604 ; 77.997 ; 175.741 ; 490.520 
1934;18;Kentucky; 16.346 ; 17.952 ; 55.557 ; 77.467 ; 191.339 ; 607.375 
1934;19;Louisiana; 16.955 ; 18.290 ; 62.292 ; 85.296 ; 180.611 ; 546.125 
1934;20;Maine; 18.103 ; 21.194 ; 74.385 ; 108.304 ; 276.181 ; 885.403 
1934;21;Maryland; 24.039 ; 50.865 ; 113.620 ; 169.093 ; 443.981 ; 1.336.383 
1934;22;Massachusetts; 24.994 ; 47.539 ; 117.513 ; 184.919 ; 486.301 ; 1.352.025 
1934;23;Michigan; 18.175 ; 25.924 ; 76.011 ; 102.916 ; 261.819 ; 963.000 
1934;24;Minnesota; 17.882 ; 21.957 ; 70.696 ; 106.795 ; 269.003 ; 842.144 
1934;25;Mississippi; 14.565 ; 16.874 ; 28.041 ; 49.330 ; 108.626 ; 306.668 
1934;26;Missouri; 17.756 ; 21.730 ; 73.240 ; 111.912 ; 292.688 ; 919.375 
1934;27;Montana; 17.891 ; 29.704 ; 73.173 ; 93.479 ; 182.493 ; 549.309 
1934;28;Nebraska; 16.720 ; 18.337 ; 63.956 ; 90.732 ; 205.284 ; 563.790 
1934;29;Nevada; 20.945 ; 43.353 ; 90.545 ; 117.384 ; 295.988 ; 1.468.447 
1934;30;New Hampshire; 18.351 ; 28.047 ; 82.019 ; 120.704 ; 289.528 ; 988.911 
1934;31;New Jersey; 24.450 ; 49.802 ; 108.888 ; 160.150 ; 400.542 ; 1.352.250 
1934;32;New Mexico; 16.679 ; 18.212 ; 58.753 ; 78.928 ; 148.369 ; 342.872 
1934;33;New York; 27.142 ; 52.232 ; 134.475 ; 219.216 ; 619.470 ; 2.145.664 
1934;34;North Carolina; 17.006 ; 18.070 ; 54.108 ; 72.323 ; 182.886 ; 774.594 
1934;35;North Dakota; 15.648 ; 17.895 ; 51.822 ; 66.802 ; 126.010 ; 268.595 
1934;36;Ohio; 18.219 ; 25.968 ; 77.441 ; 114.255 ; 290.580 ; 969.309 
1934;37;Oklahoma; 16.609 ; 18.188 ; 61.893 ; 84.963 ; 208.887 ; 658.646 
1934;38;Oregon; 17.921 ; 20.346 ; 63.742 ; 89.375 ; 196.919 ; 501.399 
1934;39;Pennsylvania; 18.451 ; 33.019 ; 87.874 ; 133.944 ; 374.722 ; 1.279.782 
1934;40;Rhode Island; 19.079 ; 40.754 ; 109.735 ; 172.989 ; 482.158 ; 1.757.260 
1934;41;South Carolina; 16.192 ; 17.697 ; 42.741 ; 60.305 ; 137.195 ; 407.112 
1934;42;South Dakota; 15.422 ; 17.584 ; 49.232 ; 63.206 ; 125.813 ; 305.321 
1934;43;Tennessee; 16.652 ; 18.083 ; 56.762 ; 79.212 ; 193.841 ; 609.572 
1934;44;Texas; 17.159 ; 18.422 ; 68.888 ; 94.411 ; 218.238 ; 760.560 
1934;45;Utah; 17.560 ; 19.072 ; 66.012 ; 89.271 ; 199.459 ; 552.770 
1934;46;Vermont; 18.051 ; 23.525 ; 67.784 ; 95.815 ; 206.489 ; 666.388 
1934;47;Virginia; 17.746 ; 18.532 ; 63.743 ; 89.026 ; 215.155 ; 795.349 
1934;48;Washington; 18.167 ; 27.905 ; 72.848 ; 97.357 ; 189.309 ; 589.168 
1934;49;West Virginia; 17.662 ; 18.458 ; 63.412 ; 84.710 ; 202.251 ; 600.076 
1934;50;Wisconsin; 18.041 ; 22.014 ; 66.427 ; 91.915 ; 216.664 ; 766.426 
1934;51;Wyoming; 18.117 ; 26.183 ; 68.830 ; 93.957 ; 176.812 ; 455.584 
1935;0;United States; 33.597 ; 49.210 ; 109.050 ; 167.237 ; 466.097 ; 1.698.885 
1935;1;Alabama; 15.802 ; 17.319 ; 49.170 ; 66.253 ; 150.416 ; 444.570 
1935;3;Arizona; 17.627 ; 29.381 ; 72.261 ; 95.623 ; 190.092 ; 574.395 
1935;4;Arkansas; 15.206 ; 16.962 ; 43.354 ; 58.420 ; 129.180 ; 383.026 
1935;5;California; 22.866 ; 47.579 ; 105.315 ; 149.144 ; 401.530 ; 1.358.478 
1935;6;Colorado; 17.652 ; 26.772 ; 80.873 ; 119.616 ; 294.741 ; 1.089.999 
1935;7;Connecticut; 25.394 ; 49.037 ; 132.890 ; 214.101 ; 620.408 ; 2.010.823 
1935;8;Delaware; 18.118 ; 44.500 ; 141.338 ; 254.412 ; 1.053.818 ; 9.971.374 
1935;9;District of Columbia; 56.080 ; 73.844 ; 163.965 ; 243.897 ; 629.647 ; 1.751.360 
1935;10;Florida; 17.099 ; 18.084 ; 75.010 ; 114.509 ; 309.617 ; 1.335.651 
1935;11;Georgia; 16.586 ; 17.832 ; 61.914 ; 83.445 ; 210.191 ; 734.607 
1935;13;Idaho; 17.567 ; 19.567 ; 66.427 ; 85.245 ; 139.123 ; 407.056 
1935;14;Illinois; 18.103 ; 42.179 ; 103.208 ; 159.225 ; 431.693 ; 1.419.585 
1935;15;Indiana; 17.547 ; 19.378 ; 65.046 ; 91.033 ; 232.536 ; 795.639 
1935;16;Iowa; 17.608 ; 18.095 ; 58.518 ; 81.167 ; 176.920 ; 536.214 
1935;17;Kansas; 17.206 ; 18.012 ; 63.616 ; 86.170 ; 192.980 ; 528.675 
1935;18;Kentucky; 16.516 ; 17.746 ; 57.084 ; 81.106 ; 205.245 ; 680.555 
1935;19;Louisiana; 16.859 ; 17.959 ; 65.479 ; 91.099 ; 193.706 ; 660.155 
1935;20;Maine; 17.747 ; 22.367 ; 75.242 ; 112.158 ; 288.826 ; 989.698 
1935;21;Maryland; 25.356 ; 53.227 ; 120.221 ; 179.047 ; 473.197 ; 1.410.774 
1935;22;Massachusetts; 27.049 ; 49.352 ; 123.285 ; 195.580 ; 523.579 ; 1.498.828 
1935;23;Michigan; 17.977 ; 32.247 ; 83.389 ; 123.539 ; 340.340 ; 1.341.995 
1935;24;Minnesota; 17.837 ; 23.564 ; 74.020 ; 114.247 ; 297.399 ; 953.229 
1935;25;Mississippi; 14.504 ; 16.617 ; 30.362 ; 50.316 ; 107.674 ; 341.578 
1935;26;Missouri; 17.621 ; 24.931 ; 76.847 ; 119.066 ; 316.835 ; 1.050.007 
1935;27;Montana; 17.928 ; 34.866 ; 77.288 ; 102.417 ; 205.284 ; 538.653 
1935;28;Nebraska; 17.574 ; 18.261 ; 67.959 ; 97.070 ; 220.001 ; 591.308 
1935;29;Nevada; 26.372 ; 49.780 ; 97.446 ; 127.244 ; 372.189 ; 1.869.016 
1935;30;New Hampshire; 17.968 ; 29.427 ; 82.746 ; 123.428 ; 299.463 ; 1.047.808 
1935;31;New Jersey; 23.999 ; 49.586 ; 114.508 ; 171.571 ; 439.423 ; 1.449.702 
1935;32;New Mexico; 16.969 ; 18.035 ; 62.960 ; 83.192 ; 152.251 ; 469.228 
1935;33;New York; 29.040 ; 52.193 ; 142.011 ; 236.204 ; 698.928 ; 2.437.078 
1935;34;North Carolina; 16.857 ; 17.742 ; 54.196 ; 74.407 ; 193.426 ; 803.143 
1935;35;North Dakota; 16.922 ; 17.861 ; 51.327 ; 64.032 ; 118.277 ; 276.431 
1935;36;Ohio; 17.978 ; 30.234 ; 83.519 ; 126.687 ; 332.457 ; 1.136.398 
1935;37;Oklahoma; 16.851 ; 17.964 ; 64.649 ; 88.791 ; 219.934 ; 696.104 
1935;38;Oregon; 17.651 ; 24.455 ; 68.159 ; 98.502 ; 224.070 ; 592.636 
1935;39;Pennsylvania; 18.084 ; 40.605 ; 92.674 ; 143.087 ; 403.539 ; 1.421.851 
1935;40;Rhode Island; 20.127 ; 43.236 ; 114.229 ; 181.788 ; 530.586 ; 1.814.040 
1935;41;South Carolina; 16.212 ; 17.456 ; 46.380 ; 62.468 ; 140.240 ; 396.523 
